timestamp,LS1_SIG-,LS1_SIG+,RTD1_L2,RTD1_L1,LS3_SIG-,LS3_SIG+,LS2_SIG-,LS2_SIG+,PT2_SIG,PT1_SIG,RTD2_L2,RTD2_L1,PT6_SIG,PT5_SIG,PT4_SIG,PT3_SIG
23:58:30.097186,4.989998339414399,5.0,0.09942651980239388,0.10037602190685532,4.990153311509289,5.0,4.989812968947049,5.0,0.8574647733527152,0.9515221061136848,0.09949685329161326,0.1007515312137045,0.8858467204388047,0.9268267067464241,0.8826000550508564,0.9307182944677227
23:58:30.198017,4.989463685687028,5.0,0.09964646096783411,0.10068537005011677,4.987492559849329,5.0,4.9884825931170695,5.0,0.8637775020334126,0.93345534008209,0.09959043259506614,0.10046125655904489,1.0363758845777373,0.9501446426087191,0.9320081391344236,0.9185649059492238
23:58:30.298721,4.990206955695982,5.0,0.09933532468501623,0.10066152818936444,4.989988802670098,5.0,4.987798331713478,5.0,0.8312965430374792,0.8593077491888701,0.09947122329130449,0.100687754236192,1.0738260834009747,0.9864051325804153,0.9089387546704715,0.9544671719631161
23:58:30.399461,4.99117314710297,5.0,0.09970487352667731,0.10043622260525495,4.989121554985232,5.0,4.992902874100551,5.0,0.8238280801568126,0.8390832947591895,0.09933413259197861,0.10044277911696184,1.0848583084175953,0.9813238360075754,0.9155179161450764,0.9581775615426971
23:58:30.500310,4.989584087083827,5.0,0.09988666771491381,0.10044635539607469,4.99181330106417,5.0,4.992732404796172,5.0,0.8024002078056582,0.8352906507600131,0.09959579701373542,0.1004248977213976,1.067249306112445,1.002304077423105,0.944393389748739,0.8774996849894148
23:58:30.601053,4.990063904531468,5.0,0.09959341282766018,0.10053039795522664,4.988623260095508,5.0,4.988285897765863,5.0,0.7146919625630334,0.8771986814974166,0.09972156282920394,0.10045231586126277,1.1781032297734297,1.0693438135795372,0.9849227648881393,0.9475327667633017
23:58:30.701666,4.991085528264705,5.0,0.1001560807414151,0.1004767537685339,4.990926979890702,5.0,4.993308781779859,5.0,0.7040465717371192,0.7331014553429431,0.09964646096783411,0.10020316841640095,1.2625171259066017,1.0537905757177564,1.0351331275860223,0.90547870462879
23:58:30.802492,4.991890787111615,5.0,0.09943724863973243,0.10046721702423297,4.987944363110586,5.0,4.993555545038646,5.0,0.7102925432077102,0.6912113060011037,0.0995874523624721,0.1006150365608974,1.2949223869946462,1.070015558006234,0.9739114014996769,0.9799678301772868
23:58:30.903280,4.99183833501796,5.0,0.09995819329717079,0.10042787795399163,4.985066054471261,5.0,4.99157786268924,5.0,0.7381469891246545,0.6797189330719631,0.09945870631440952,0.10041655307013428,1.2369026228073385,1.1467964824195482,0.9333355347318095,1.0068674095711003
23:58:31.003865,4.9929666510780635,5.0,0.09959341282766018,0.10033370260401994,4.982374308392323,5.0,4.990286229882983,5.0,0.8111030830267767,0.7882071480997977,0.09957493538557713,0.10068894632922962,1.0594226192739749,1.2813539840404968,1.0026754144043224,1.0554744071333895
